CountryWorldscopeList,CompanyNameOfficial,CompanyNameOfficialSource,CompanyNameOfficialNotes,ISIN,ISINSource,ISINNotes,WorldscopePermanentID,AccountingPeriodEndDate,CountryOfIncorporation,CountryOfIncorporationSource,CountryOfIncorporationNotes,Consolidation,ConsolidationSource,ConsolidationNotes,AccountingStandards,AccountingStandardsSource,AccountingStandardsNotes,ListingStatus,ListingStatusSource,ListingStatusNotes,ListingPrimary,ListingPrimarySource,ListingPrimaryNotes,SampleNoIFRSGermany2012,SampleNoIFRSGermany2020,SampleGermany2020,SampleNoIFRSUK2007,SampleNoIFRSUK2012,SampleNoIFRSUK2020
United Kingdom,BAILLIE GIFFORD SHIN NIPPON PUBLIC LIMITED COMPANY,,,,,,C826UG290,31/01/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,BAILLIE GIFFORD SHIN NIPPON PUBLIC LIMITED COMPANY,,,,,,C826UG290,31/01/2013,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,1,
United Kingdom,BAILLIE GIFFORD SHIN NIPPON PUBLIC LIMITED COMPANY,,,,,,C826UG290,31/01/2020,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,,1
United Kingdom,STANDARD LIFE PRIVATE EQUITY TRUST PLC,,CN: STANDARD LIFE EUROPEAN PRIVATE EQUITY TRUST PLC,,,,C82662960,30/09/2008,United Kingdom,1,,u,,,Local,,,1,1,CS: STANDARD LIFE EUROPN PRIVT EQTY TST,,,,,,,1,,
United Kingdom,STANDARD LIFE PRIVATE EQUITY TRUST PLC,,,,,,C82662960,30/09/2013,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,1,
United Kingdom,STANDARD LIFE PRIVATE EQUITY TRUST PLC,,,,,,C82662960,30/09/2020,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,,1
United Kingdom,ASIA DRAGON TRUST PLC,,,,,,C826C1920,31/08/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,ASIA DRAGON TRUST PLC,,,,,,C826C1920,31/08/2013,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,1,
United Kingdom,ASIA DRAGON TRUST PLC,,,,,,C826C1920,31/08/2020,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,,1
United Kingdom,PACIFIC ASSETS TRUST PLC,,,,,,C826W6030,31/01/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,PACIFIC ASSETS TRUST PUBLIC LIMITED COMPANY,,,,,,C826W6030,31/01/2013,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,1,
United Kingdom,PACIFIC ASSETS TRUST PUBLIC LIMITED COMPANY,,,,,,C826W6030,31/01/2020,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,,1
United Kingdom,VALARIS PLC,,,,,,C82665370,31/12/2007,United States of America,2,,c,,,US GAAP,,,9,2,CS: NYSE,,,,,,,1,,
United Kingdom,VALARIS PLC,,,,,,C82665370,31/12/2012,United Kingdom,1,,c + c,,,US GAAP + Local,,,9,2,CS: NYSE,,,,,,,,1,
United Kingdom,VALARIS PLC,,CS: last FS in CH are 31/12/2019; insolvency; Worldscope used FORM 10-K,,,,C82665370,31/12/2020,United Kingdom,2,,c,,,US GAAP,,"CS: ""The U.K. statutory accounts for the year ended December 31, 2020 have yet to be finalized and, if required, will be delivered to the U.K. registrar of companies during 2021.""",9,2,CS: see cover page,OTC Pink Open Market,2,CS: see cover page,,,,,,1
United Kingdom,Berkeley Technology Limited,,,,,,C82653510,31/12/2007,Jersey,2,,c,,,US GAAP,,,,,,,,,,,,1,,
United Kingdom,ACTIVE CAPITAL TRUST PLC,,,,,,C82643390,31/05/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,METAL TIGER PLC,,,,,,C82653670,31/12/2012,United Kingdom,1,,u,,,Local,,,22,2,CS: AIM (p.2),,,,,,,,1,
United Kingdom,THE EGYPT TRUST,,,,,,C826A84E0,31/03/2008,Luxembourg,2,,u,,,Local,,CS: Luxembourg GAAP,,,,,,,,,,1,,
United Kingdom,QUESTER VCT 5 PLC,,,,,,C826CL800,31/12/2007,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,BLACKROCK INCOME AND GROWTH INVESTMENT TRUST PLC,,,,,,C826CK940,31/10/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,BLACKROCK INCOME AND GROWTH INVESTMENT TRUST PLC,,,,,,C826CK940,31/10/2013,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,1,
United Kingdom,BLACKROCK INCOME AND GROWTH INVESTMENT TRUST PLC,,,,,,C826CK940,31/10/2020,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,,1
United Kingdom,MAVEN INCOME AND GROWTH VCT 3 PLC,,CN: ABERDEEN GROWTH OPPORTUNITIES VCT PLC,,,,C826CK930,30/11/2008,United Kingdom,1,,u,,,Local,,,1,1,,,,,,,,1,,
United Kingdom,MAVEN INCOME AND GROWTH VCT 3 PLC,,,,,,C826CK930,30/11/2013,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,1,
United Kingdom,MAVEN INCOME AND GROWTH VCT 3 PLC,,,,,,C826CK930,30/11/2020,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,,1
United Kingdom,ABERFORTH GEARED CAPITAL & INCOME TRUST PLC,,,,,,C826CL810,31/12/2007,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,NORTHERN 3 VCT PLC,,,,,,C826CL260,31/03/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,NORTHERN 3 VCT PLC,,,,,,C826CL260,31/03/2013,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,1,
United Kingdom,NORTHERN 3 VCT PLC,,,,,,C826CL260,31/03/2020,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,,1
United Kingdom,BARONSMEAD VCT 4 PLC,,,,,,C826CL550,31/12/2007,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,BARONSMEAD VCT 4 PLC,,,,,,C826CL550,31/12/2012,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,1,
United Kingdom,ACUITY VCT PLC,,,,,,C826CO590,30/09/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,IMPAX ENVIRONMENTAL MARKETS PLC,,,,,,C826CP050,31/12/2007,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,IMPAX ENVIRONMENTAL MARKETS PLC,,,,,,C826CP050,31/12/2012,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,1,
United Kingdom,IMPAX ENVIRONMENTAL MARKETS PLC,,,,,,C826CP050,31/12/2020,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,,1
United Kingdom,THE ESTABLISHMENT INVESTMENT TRUST PLC,,,,,,C826AN000,31/03/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,THE ESTABLISHMENT INVESTMENT TRUST PLC,,,,,,C826AN000,31/03/2013,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,1,
United Kingdom,NOBLE INCOME & GROWTH VCT PLC,,,,,,C826GH300,30/04/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,OXFORD TECHNOLOGY 3 VENTURE CAPITAL TRUST PLC,,,,,,C826CQ130,29/02/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,OXFORD TECHNOLOGY 3 VENTURE CAPITAL TRUST PLC,,,,,,C826CQ130,28/02/2013,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,1,
United Kingdom,OXFORD TECHNOLOGY 3 VENTURE CAPITAL TRUST PLC,,,,,,C826CQ130,29/02/2020,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,,1
United Kingdom,SENECA GROWTH CAPITAL VCT PLC,,,,,,C826CQ760,31/12/2007,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,SENECA GROWTH CAPITAL VCT PLC,,,,,,C826CQ760,31/12/2012,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,1,
United Kingdom,SENECA GROWTH CAPITAL VCT PLC,,,,,,C826CQ760,31/12/2020,United Kingdom,1,,u,,"CS: ""Combined"" does not mean ""Consolidated""",Local,,,,,,,,,,,,,,1
United Kingdom,CHARTER EUROPEAN TRUST PLC,,,,,,C826CR810,30/11/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,SMALLER COMPANIES VALUE TRUST PLC,,,,,,C826CR480,30/04/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,ALBA TREES PLC,,,,,,C826A80X0,31/08/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,ANGELA FLOWERS GALLERY PLC,,,,,,C826H90N0,31/12/2007,United Kingdom,1,,c,,,Local,,,2,99,,,,,,,,1,,
United Kingdom,ARSENAL HOLDINGS LIMITED,,,,,,C826H81Y0,31/05/2008,United Kingdom,1,,c,,,Local,,,2,3,CS: PLUS (source: Investegate),,,,,,,1,,
United Kingdom,ARSENAL HOLDINGS LIMITED,,CS: ARSENAL HOLDINGS PLC,,,,C826H81Y0,31/05/2013,United Kingdom,1,,c,,,Local,,,2,3,CS: ISDX (source: Investegate); ISDX on 31/12/2012 (source: ISDX),,,,,,,,1,
United Kingdom,ARSENAL HOLDINGS LIMITED,,,,,,C826H81Y0,31/05/2020,United Kingdom,1,,c,,,Local,,,0,2,CS: 100% owned by KSE UK Inc. (p.41),,,,,,,,,1
United Kingdom,CHERWELL CAPITAL PLC,,,,,,C826H90O0,31/03/2008,United Kingdom,1,,u,,,Local,,,2,2,CS: PLUS Markets (p.2),,,,,,,1,,
United Kingdom,DANIEL THWAITES PUBLIC LIMITED COMPANY,,,,,,C826BV560,31/03/2008,United Kingdom,1,,c,,,Local,,,2,2,CS: PLUS (p.10),,,,,,,1,,
United Kingdom,DANIEL THWAITES PUBLIC LIMITED COMPANY,,,,,,C826BV560,31/03/2013,United Kingdom,1,,c,,,Local,,,2,2,CS: ISDX (p.50),,,,,,,,1,
United Kingdom,Chemistry Communications Group plc,,,,,,C826H81V0,30/11/2008,United Kingdom,1,,c,,,Local,,,2,99,,,,,,,,1,,
United Kingdom,PRESTBURY HOLDINGS PLC,,,,,,C826ZJ100,31/12/2007,United Kingdom,1,,c,,,Local,,CN: accounting period began on 01/11/2006,22,2,CS: AIM (p.5),,,,,,,1,,
United Kingdom,CUSTOMER SYSTEMS PLC,,,,,,C826A82A0,31/01/2008,United Kingdom,1,,c,,,Local,,,2,2,CS: PLUS market (p.1),,,,,,,1,,
United Kingdom,FIREANGEL SAFETY TECHNOLOGY GROUP PLC,,,,,,C826BV590,31/12/2007,United Kingdom,1,,c,,,Local,,,2,99,,,,,,,,1,,
United Kingdom,FIREANGEL SAFETY TECHNOLOGY GROUP PLC,,CS: SPRUE AEGIS PLC,,,,C826BV590,31/12/2012,United Kingdom,1,,c,,,Local,,,2,1,CS: ISDX,,,,,,,,1,
United Kingdom,BARING EMERGING EUROPE PLC,,,,,,C826IH300,30/09/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,BARING EMERGING EUROPE PLC,,,,,,C826IH300,30/09/2013,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,1,
United Kingdom,BARING EMERGING EUROPE PLC,,,,,,C826IH300,30/09/2020,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,,1
United Kingdom,OCTOPUS PHOENIX VCT PLC,,,,,,C8268H300,31/10/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,JPMORGAN RUSSIAN SECURITIES PLC,,,,,,C8262H300,31/10/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,JPMORGAN RUSSIAN SECURITIES PLC,,,,,,C8262H300,31/10/2013,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,1,
United Kingdom,JPMORGAN RUSSIAN SECURITIES PLC,,,,,,C8262H300,31/10/2020,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,,1
United Kingdom,CAPRICORN RESOURCES PLC,,,,,,C826KA600,31/12/2007,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,ACRONGENOMICS INC.,,,,,,C826A84V0,31/12/2007,United States of America,2,,u,,,US GAAP,,,,,,,,,,,,1,,
United Kingdom,CHAPEL DOWN GROUP PLC,,,,,,C826H90E0,31/12/2007,United Kingdom,1,,c,,,Local,,,2,99,CS: OFEX mentioned on p.28,,,,,,,1,,
United Kingdom,CHAPEL DOWN GROUP PLC,,,,,,C826H90E0,31/12/2012,United Kingdom,1,,c,,,Local,,,2,1,CS: ISDX,,,,,,,,1,
United Kingdom,CHAPEL DOWN GROUP PLC,,,,,,C826H90E0,31/12/2020,United Kingdom,1,,c,,,Local,,,2,3,CS: Aquis Exchange (source: Investegate); AQSE Growth Market on 12/09/2022 (source: Aquis Exchange),,,,,,,,,1
United Kingdom,NDS GROUP PLC,,,,,,C826L4280,30/06/2008,United Kingdom,1,,c + u,,,US GAAP + Local,,,9,2,CS: NASDAQ,,,,,,,1,,
United Kingdom,SENETEK PLC,,,,,,C826K0060,31/12/2007,United Kingdom,1,,c + c,,,Local + US GAAP,,,9,2,CS: OTCBB (see FORM 10-K),,,,,,,1,,
United Kingdom,OPTIFY MEDIAFORCE LIMITED,,,,,,C826H81R0,30/09/2008,United Kingdom,1,,c,,,Local,,,2,3,CS: PLUS (source: Investegate),,,,,,,1,,
United Kingdom,GSC PROPERTY HOLDINGS PLC,,,,,,C826H0BL0,31/12/2007,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,PREMIER MITON GLOBAL RENEWABLES TRUST PLC,,,,,,C826OY600,31/12/2007,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,PREMIER MITON GLOBAL RENEWABLES TRUST PLC,,,,,,C826OY600,31/12/2012,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,1,
United Kingdom,EP GLOBAL OPPORTUNITIES TRUST PLC,,,,,,C826K6B00,31/12/2007,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,EP GLOBAL OPPORTUNITIES TRUST PLC,,,,,,C826K6B00,31/12/2012,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,1,
United Kingdom,EP GLOBAL OPPORTUNITIES TRUST PLC,,,,,,C826K6B00,31/12/2020,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,,1
United Kingdom,B W A GROUP PLC,,,,,,C826UL140,30/04/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,OCTOPUS AIM VCT PLC,,,,,,C826H8050,29/02/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,OCTOPUS AIM VCT PLC,,,,,,C826H8050,28/02/2013,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,1,
United Kingdom,OCTOPUS AIM VCT PLC,,,,,,C826H8050,29/02/2020,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,,1
United Kingdom,Cobra Capital Limited,2,,,,,C826OA500,31/12/2007,Guernsey,2,,u,,,UK GAAP,,,22,2,CS: AIM (p.11),,,,,,,1,,
United Kingdom,BAYDONHILL PLC,,,,,,C8264B500,31/03/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,MITON GLOBAL OPPORTUNITIES PLC,,,,,,C8264T800,30/04/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,MITON GLOBAL OPPORTUNITIES PLC,,CN: MITON WORLDWIDE GROWTH INVESTMENT TRUST PLC,,,,C8264T800,30/04/2013,United Kingdom,1,,u,,,Local,,,1,1,CS: MITON WORLDWIDE GRWTH INV TST PLC,,,,,,,,1,
United Kingdom,MITON GLOBAL OPPORTUNITIES PLC,,,,,,C8264T800,30/04/2020,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,,1
United Kingdom,AquaSource Algae Group plc,,,,,,C826H80S0,31/12/2007,Ireland,2,,c,,,Local,,,,,,,,,,,,1,,
United Kingdom,ANALYST INVESTMENT MANAGEMENT PLC,,,,,,C826H81J0,30/11/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,WMC RETAIL PARTNERS PLC,,,,,,C826A82U0,31/12/2007,United Kingdom,1,,c,,,Local,,,2,2,CS: PLUS (p.8),,,,,,,1,,
United Kingdom,WMC RETAIL PARTNERS PLC,,CS: WELLINGTON MARKET COMPANY PLC,,,,C826A82U0,31/12/2012,United Kingdom,1,,c,,,Local,,,2,1,CS: ISDX,,,,,,,,1,
United Kingdom,AMICREST HOLDINGS PLC,,,,,,C82665790,31/12/2007,United Kingdom,1,,c,,,Local,,CN: not required to adopt IFRS (p.7),2,2,CS: PLUS Market (p.10),,,,,,,1,,
United Kingdom,DOMINION ENERGY PUBLIC LIMITED COMPANY,,,,,,C826H82G0,30/06/2008,United Kingdom,1,,c,,,Local,,,2,2,"CS: PLUS Market (p.4); ""we intend to move from the PLUS Market to AIM"" (p.4)",,,,,,,1,,
United Kingdom,FT8 PLC,,CN: AGM in Australia (p.2),,,,C826H0B70,30/06/2008,United Kingdom,1,,c,,,Local,,,2,2,CS: Plus Markets (p.7),,,,,,,1,,
United Kingdom,FT8 PLC,,CS: EZYBONDS (UK) PLC,,,,C826H0B70,31/12/2012,United Kingdom,1,,c,,,Local,,,2,1,CS: ISDX,,,,,,,,1,
United Kingdom,FEONIC PLC,,,,,,C826H81H0,31/07/2008,United Kingdom,1,,c,,,Local,,,2,99,,,,,,,,1,,
United Kingdom,FEONIC PLC,,,,,,C826H81H0,31/07/2013,United Kingdom,1,,c,,,Local,,,2,3,CS: delisting from ISDX 17/03/2014 (source: Investegate); ISDX on 31/12/2012 (source: ISDX),,,,,,,,1,
United Kingdom,ST MARK HOMES II PLC,,,,,,C826H80J0,31/12/2007,United Kingdom,1,,c,,,Local,,,2,99,,,,,,,,1,,
United Kingdom,ST MARK HOMES PLC,,CS: ST MARK HOMES II PLC,,,,C826H80J0,31/12/2012,United Kingdom,1,,c,,,Local,,,2,1,CS: ISDX,,,,,,,,1,
United Kingdom,ST MARK HOMES PLC,,,,,,C826H80J0,31/12/2020,United Kingdom,1,,c,,,Local,,,2,2,CS: AQSE Growth Market (p.2),,,,,,,,,1
United Kingdom,SECURED PROPERTY DEVELOPMENTS PLC,,,,,,C826H8130,31/12/2007,United Kingdom,1,,c,,,Local,,,2,2,CS: PLUS market (p.2),,,,,,,1,,
United Kingdom,SECURED PROPERTY DEVELOPMENTS PLC,,,,,,C826H8130,31/12/2012,United Kingdom,1,,c,,,Local,,,2,2,CS: ISDX (p.2),,,,,,,,1,
United Kingdom,SECURED PROPERTY DEVELOPMENTS PLC,,,,,,C826H8130,31/12/2020,United Kingdom,1,,c,,,Local,,,2,2,CS: AQSE growth market (p.1),,,,,,,,,1
United Kingdom,SAREGAMA PLC,,,,,,C826H9190,31/03/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,POINTON YORK GROUP LTD,,,,,,C826H91E0,31/01/2008,United Kingdom,1,,c,,,Local,,,2,99,,,,,,,,1,,
United Kingdom,PARRY PEOPLE MOVERS LIMITED,,,,,,C826H90X0,31/12/2007,United Kingdom,1,,u,,,Local,,,2,99,,,,,,,,1,,
United Kingdom,NEWBURY RACECOURSE PLC,,,,,,C826E0000,31/12/2007,United Kingdom,1,,c,,,Local,,,2,99,,,,,,,,1,,
United Kingdom,NEWBURY RACECOURSE PLC,,,,,,C826E0000,31/12/2012,United Kingdom,1,,c,,,Local,,,2,1,CS: ISDX,,,,,,,,1,
United Kingdom,NEWBURY RACECOURSE PLC,,,,,,C826E0000,31/12/2020,United Kingdom,1,,c,,,Local,,,2,2,CS: Aquis Exchange Growth Market (p.10),,,,,,,,,1
United Kingdom,NETALOGUE TECHNOLOGIES PLC,,,,,,C826H97U0,31/03/2008,United Kingdom,1,,c,,,Local,,,2,99,,,,,,,,1,,
United Kingdom,NETALOGUE TECHNOLOGIES PLC,,,,,,C826H97U0,31/03/2013,United Kingdom,1,,c,,,Local,,,2,2,CS: ISDX Growth Market (p.4),,,,,,,,1,
United Kingdom,MECHAN CONTROLS PLC,,,,,,C826H90V0,31/12/2007,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,MECHAN CONTROLS PLC,,,,,,C826H90V0,31/12/2012,United Kingdom,1,,c,,,Local,,,2,1,CS: ISDX,,,,,,,,1,
United Kingdom,IVY MEDICAL CHEMICALS PLC,,,,,,C826H0B50,31/12/2007,United Kingdom,1,,c,,,Local,,,2,99,,,,,,,,1,,
United Kingdom,I-FINANCIAL SERVICES GROUP PLC,,,,,,C826A82T0,31/12/2007,United Kingdom,1,,c,,,Local,,,2,99,,,,,,,,1,,
United Kingdom,HR GO PLC,,,,,,C826C0B60,31/12/2007,United Kingdom,1,,c,,,Local,,,2,99,,,,,,,,1,,
United Kingdom,HR GO PLC,,,,,,C826C0B60,30/12/2013,United Kingdom,1,,c,,,Local,,,2,3,CS: delisting from ISDX 17/04/2014 (source: Investegate),,,,,,,,1,
United Kingdom,FIELD SYSTEMS DESIGNS HOLDINGS PLC,,,,,,C826H90G0,31/05/2008,United Kingdom,1,,c,,,Local,,,2,2,CS: PLUS (p.8),,,,,,,1,,
United Kingdom,FIELD SYSTEMS DESIGNS HOLDINGS PLC,,,,,,C826H90G0,31/05/2013,United Kingdom,1,,c,,,Local,,,2,2,CS: ISDX Growth Market (p.8),,,,,,,,1,
United Kingdom,FIELD SYSTEMS DESIGNS HOLDINGS PLC,,,,,,C826H90G0,31/05/2020,United Kingdom,1,,c,,,Local,,,2,2,"CS: AQSE Growth Market (p.12); ""previously called the NEX/ISDX/PLUS/OFEX trading platforms""",,,,,,,,,1
United Kingdom,FORTH TANKERS PLC,,,,,,C826H90I0,31/03/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,SECORA PLC,,,,,,C8262I600,31/03/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,WHITE STAR PROPERTY HOLDINGS PLC,,,,,,C8261L800,30/09/2008,United Kingdom,1,,u,,,IFRS,,,,,,,,,,,,1,,
United Kingdom,MOBILE TORNADO GROUP PLC,,,,,,C826ZF600,31/12/2007,United Kingdom,1,,c,,,Local,,CN: accounting period began on 01/07/2006,22,2,CS: AIM (p.2),,,,,,,1,,
United Kingdom,INVESCO PERPETUAL AIM VCT PLC,,,,,,C8265IB00,31/05/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,OCTOPUS ECLIPSE VCT PLC,,,,,,C826NM800,31/05/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,OCTOPUS ECLIPSE VCT PLC,,,,,,C826NM800,30/09/2013,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,1,
United Kingdom,JIGSAW INSURANCE SERVICES PLC,,,,,,C826A80K0,31/03/2008,United Kingdom,1,,c,,,Local,,,2,2,"CS: PLUS (p.5); ""PLUS-quoted securities are not listed and the market is not classified as a regulated market under EU financial services law"" (p.5)",,,,,,,1,,
United Kingdom,JIGSAW INSURANCE SERVICES PLC,,,,,,C826A80K0,31/03/2013,United Kingdom,1,,c,,,Local,,,2,2,CS: ISDX (p.6),,,,,,,,1,
United Kingdom,JIGSAW INSURANCE SERVICES PLC,,,,,,C826A80K0,31/03/2020,United Kingdom,1,,c,,,Local,,,0,21,CS: delisting 2015 (source: AR 2015),,,,,,,,,1
United Kingdom,GOOD ENERGY GROUP PLC,,,,,,C826BV570,31/12/2007,United Kingdom,1,,c,,,Local,,,2,99,,,,,,,,1,,
United Kingdom,OXFORD TECHNOLOGY 4 VENTURE CAPITAL TRUST PLC,,,,,,C826A82B0,29/02/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,OXFORD TECHNOLOGY 4 VENTURE CPTL TRT PLC,,,,,,C826A82B0,28/02/2013,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,1,
United Kingdom,OXFORD TECHNOLOGY 4 VENTURE CAPITAL TRUST PLC,,,,,,C826A82B0,29/02/2020,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,,1
United Kingdom,BLACKROCK GREATER EUROPE INVESTMENT TRUST PLC,,,,,,C826HK600,31/08/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,BLACKROCK GREATER EUROPE INVESTMENT TRUST PLC,,,,,,C826HK600,31/08/2013,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,1,
United Kingdom,BLACKROCK GREATER EUROPE INVESTMENT TRUST PLC,,,,,,C826HK600,31/08/2020,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,,1
United Kingdom,SHEBA EXPLORATION (UK) PLC,,CN: accounting period ends on 29/02/2008 but WS wrongly states 28/02/2008,,,,C826H81I0,28/02/2008,United Kingdom,1,,c,,,Local,,,2,2,CS: Plus Markets (p.14),,,,,,,1,,
United Kingdom,ALBION INCOME & GROWTH VCT PLC,,,,,,C826B0B00,30/09/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,MOBEUS INCOME & GROWTH VCT PLC,,,,,,C826NKB00,31/12/2007,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,MOBEUS INCOME & GROWTH VCT PLC,,,,,,C826NKB00,31/12/2012,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,1,
United Kingdom,MOBEUS INCOME & GROWTH VCT PLC,,,,,,C826NKB00,31/12/2020,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,,1
United Kingdom,WALTECH PLC,,,,,,C826H0BB0,30/06/2008,United Kingdom,2,,c,,,Local,,,2,3,CS: delisting from PLUS 28/08/2009 (source: Investegate),,,,,,,1,,
United Kingdom,CHAMELEON TRUST PLC,,,,,,C826MM800,31/05/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,HARGREAVE HALE AIM VCT PLC,,,,,,C826QM800,30/09/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,HARGREAVE HALE AIM VCT PLC,,,,,,C826QM800,30/09/2013,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,1,
United Kingdom,HARGREAVE HALE AIM VCT PLC,,,,,,C826QM800,30/09/2020,United Kingdom,1,,u,,,Local,,,,,,,,,,,,,,1
United Kingdom,JUPITER SECOND ENHANCED INCOME TRUST PLC,,,,,,C826XNE00,31/10/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,AMEDEO RESOURCES PLC,,,,,,C826ZO000,31/01/2008,United Kingdom,1,,u,,,Local,,,22,2,CS: AIM (p.10),,,,,,,1,,
United Kingdom,ANDOR TECHNOLOGY PLC,,,,,,C8261Q700,30/09/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,DOWNING INCOME VCT 4 PLC,,,,,,C8263T800,30/09/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,FORESIGHT 5 VCT PLC,,,,,,C826H0B00,30/09/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
United Kingdom,ARTEMIS VCT PLC,,,,,,C826JZA00,30/09/2008,United Kingdom,1,,u,,,Local,,,,,,,,,,,,1,,
